h_dormir,h_alimentarse,h_cuipersonal,h_estudio,h_domesticas,h_ocio,h_medico,sexo,edad,educ_in,anio_ed,publ,trabaja_rem,hijos,celular,log_ing,AFAM_h,aniosed_h,act,inact,servdom_pag,tv,tv_abon,compu,disc_h,mdeo
9,2,1,0,0,3,0,0,16,1,3,1,0,0,1,10.60318158892433,0,7.5,3,1,0,1,1,1,0,0
8,.5,1.166666626930237,5,0,3,0,0,16,1,4,0,0,0,1,11.46048561880648,1,13.33333333333333,2,4,0,1,1,1,0,0
10,2,1,0,1.5,8,0,0,16,1,2,1,0,0,1,10.42139762224917,1,6,1,2,0,1,1,1,0,0
10,2,1,6,0,2,0,1,14,1,1,1,0,0,1,10.24614206800028,0,12,1,3,0,1,1,1,0,1
10,1.25,.4166666567325592,0,0,0,0,0,21,1,4,1,1,0,1,10.21667800231271,0,9.5,0,2,0,1,0,0,0,1
8,1,.5,8,0,1.75,0,1,14,1,2,0,0,0,1,11.23726787446263,0,13.5,1,3,0,1,1,1,0,1
8,.5,1.166666626930237,0,0,1,0,0,20,1,5,1,0,1,0,10.34592244492099,0,10.33333333333333,2,2,0,1,1,0,0,0
0,0,.5,4,.25,0,0,1,16,1,4,1,0,0,1,10.3667827932751,1,6,2,1,0,1,1,1,0,0
0,.3333333432674408,.6666666865348816,5,.25,1,0,1,15,1,2,1,0,0,0,10.3667827932751,1,6,2,1,0,1,1,1,0,0
10.5,2,1.5,3,2,5,0,0,17,1,5,0,0,0,1,11.07131982194822,1,17,1,3,0,1,1,1,0,1
9,1,1,6,0,0,0,1,18,1,4,1,0,0,0,10.22857378536165,0,11,1,2,0,1,1,1,0,0
12.5,2.5,1,2.5,0,2,0,1,14,1,2,1,0,0,1,10.02834623738276,1,7.5,1,2,0,1,0,1,0,0
10,2,1.5,3,0,0,0,0,15,1,3,1,0,0,1,10.92644374825274,1,10.25,1,6,0,1,1,1,0,0
8,1,.25,6,2,1,0,1,14,1,1,1,0,0,1,10.44356775751586,0,7.5,3,0,0,1,1,1,1,0
8,2,.5,2,.5,0,0,1,14,1,2,1,0,0,1,9.633911898389249,1,7.5,1,2,0,1,0,1,0,1
5.5,1.5,2,1.5,0,2,0,0,14,1,2,1,0,0,1,10.88428711760717,1,8,2,3,0,1,1,1,0,0
5,1,1,0,0,0,0,1,18,1,5,1,1,0,1,11.65541802364311,0,4,1,6,0,1,1,1,0,0
8,1,1,8,0,4,0,1,15,1,3,1,0,0,0,10.12788164062912,1,7.333333333333333,4,4,0,1,1,1,0,0
10,.3333333432674408,1,0,.1666666716337204,0,0,0,18,0,1,1,0,0,1,10.45745024895981,0,2.666666666666667,3,0,0,1,1,1,0,0
8,3,3,0,1,4,0,0,19,1,3,1,0,0,1,10.62715309849039,1,10.4,2,6,0,1,1,1,0,0
6,2,1.333333373069763,4,0,4,0,1,14,1,1,1,0,0,1,10.62715309849039,1,10.4,2,6,0,1,1,1,0,0
10,1,1,5.75,1,0,0,0,15,1,1,1,0,0,1,10.10336124866049,1,7.5,1,3,0,1,1,1,0,0
9,.25,.75,4,0,0,0,0,19,1,4,1,1,0,1,11.49796105460389,0,11.75,2,5,0,1,0,1,0,0
0,0,0,0,0,0,0,1,17,1,4,1,0,0,1,11.49796105460389,0,11.75,2,5,0,1,0,1,0,0
8,1,.5,0,4,0,0,0,31,1,4,1,1,1,1,10.91184776426887,1,10.5,0,3,0,1,1,1,0,0
8,2,1,2,0,5,0,1,15,1,2,1,0,0,1,10.77023783885015,0,8.333333333333334,3,1,0,1,1,1,0,0
10,1,1,0,0,1.5,0,0,17,0,3,1,0,0,0,9.33761693744643,1,6,2,3,0,1,0,1,0,0
8,1,.5,6,0,4,0,1,16,1,2,1,0,0,0,9.33761693744643,1,6,2,3,0,1,0,1,0,0
8,1,2,5,0,2,0,1,14,1,1,1,0,0,1,10.7191775341863,0,7.333333333333333,1,3,0,1,1,1,0,0
9,1,.3333333432674408,6,0,3,0,1,18,1,4,1,0,0,1,10.57972760977936,0,12,2,2,0,1,0,1,0,0
9,.6666666865348816,1,5,0,3.5,0,1,14,1,1,1,0,0,1,10.56515593383934,0,9,1,2,0,1,1,1,0,1
9,2,.25,0,.25,0,0,0,17,1,5,1,0,0,1,9.985406191856797,0,7.5,1,2,0,1,0,1,0,0
10,1,.5,3,0,5,0,0,16,1,4,0,0,0,1,11.01469452745129,0,17,2,1,0,1,1,1,0,1
